2026-08-13 00:54:35,748 | INFO | Putting tab D623 back (queue size: 0).
2026-08-13 00:54:35,749 | INFO | Waiting for all cleanups to finish.
2026-08-13 00:54:35,749 | INFO | Exiting Kaleido.
2026-08-13 00:54:35,751 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:35,752 | INFO | shutil.rmtree worked.
2026-08-13 00:54:35,752 | INFO | Closing browser.
2026-08-13 00:54:35,786 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:35,786 | INFO | shutil.rmtree worked.
2026-08-13 00:54:35,786 | INFO | Closing browser.
2026-08-13 00:54:35,788 | INFO | Cancelling tasks.
2026-08-13 00:54:35,788 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:35,965 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:35,965 | INFO | shutil.rmtree worked.
2026-08-13 00:54:35,965 | INFO | Cancelling tasks.
2026-08-13 00:54:35,965 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:35,965 | INFO | Organism chart saved.
2026-08-13 00:54:35,981 | INFO | Creating Missing Values Chart.
2026-08-13 00:54:35,981 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:35,981 | INFO | shutil.rmtree worked.
2026-08-13 00:54:36,006 | INFO | Chromium init'ed with kwargs {}
2026-08-13 00:54:36,006 | INFO | Found chromium path: C:\Program Files\Google\Chrome\Application\chrome.exe
2026-08-13 00:54:36,013 | INFO | Temp directory created: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpmngt7r74.
2026-08-13 00:54:36,013 | INFO | Opening browser.
2026-08-13 00:54:36,013 | INFO | Temp directory created: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpvktzm_sk.
2026-08-13 00:54:36,013 | INFO | Temporary directory at: C:\Users\ANIRBA~1\AppData\Local\Temp\tmpvktzm_sk
2026-08-13 00:54:36,469 | INFO | Conforming 1 to file:///C:/Users/ANIRBA~1/AppData/Local/Temp/tmpmngt7r74/index.html
2026-08-13 00:54:37,653 | INFO | Getting tab from queue (has 1)
2026-08-13 00:54:37,653 | INFO | Got 677E
2026-08-13 00:54:37,883 | INFO | Reloading tab 677E before return.
2026-08-13 00:54:37,979 | INFO | Putting tab 677E back (queue size: 0).
2026-08-13 00:54:37,980 | INFO | Waiting for all cleanups to finish.
2026-08-13 00:54:37,980 | INFO | Exiting Kaleido.
2026-08-13 00:54:37,982 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:37,982 | INFO | shutil.rmtree worked.
2026-08-13 00:54:37,982 | INFO | Closing browser.
2026-08-13 00:54:38,007 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:38,007 | INFO | shutil.rmtree worked.
2026-08-13 00:54:38,007 | INFO | Closing browser.
2026-08-13 00:54:38,007 | INFO | Cancelling tasks.
2026-08-13 00:54:38,007 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:38,178 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:38,178 | INFO | shutil.rmtree worked.
2026-08-13 00:54:38,178 | INFO | Cancelling tasks.
2026-08-13 00:54:38,178 | INFO | Exiting Kaleido/Choreo.
2026-08-13 00:54:38,178 | INFO | Missing Value chart saved.
2026-08-13 00:54:38,178 | INFO | All visualizations generated successfully.
2026-08-13 00:54:38,178 | INFO | Exporting experiment results...
2026-08-13 00:54:38,267 | INFO | Metadata summary exported successfully:
C:\Users\Anirban Majumder\OneDrive - RICE Group\Desktop\Academics\New folder\PhD_Research_Work\05_Metadata\EXP002D_Metadata_Summary.csv
2026-08-13 00:54:38,282 | INFO | Protein_Names exported successfully.
2026-08-13 00:54:38,282 | INFO | Gene_Names exported successfully.
2026-08-13 00:54:38,288 | INFO | Organisms exported successfully.
2026-08-13 00:54:38,290 | INFO | Taxonomy_IDs exported successfully.
2026-08-13 00:54:38,292 | INFO | Protein_Existence exported successfully.
2026-08-13 00:54:38,295 | INFO | Missing_Values exported successfully.
2026-08-13 00:54:38,298 | INFO | Sequence statistics exported successfully.
2026-08-13 00:54:38,301 | INFO | TemporaryDirectory.cleanup() worked.
2026-08-13 00:54:38,303 | INFO | shutil.rmtree worked.
2026-08-13 00:54:38,304 | INFO | Dataset statistics exported successfully.
2026-08-13 00:54:38,308 | INFO | Biological statistics exported successfully.
2026-08-13 00:54:38,308 | INFO | ==================================================
2026-08-13 00:54:38,308 | INFO | Completed successfully.
2026-08-13 00:54:38,308 | INFO | ==================================================
2026-08-13 00:54:38,308 | INFO | Generating statistics and experiment reports...
2026-08-13 00:54:38,308 | INFO | Statistics report generated successfully.
2026-08-13 00:54:38,314 | INFO | Experiment report generated successfully.
2026-08-13 00:54:38,315 | INFO | ==================================================
2026-08-13 00:54:38,315 | INFO | Experiment (Statistics & Experiment Reports) completed successfully.
2026-08-13 00:54:38,315 | INFO | ============================================================
2026-08-13 00:54:38,316 | INFO | ==================================================
2026-08-13 00:54:38,316 | INFO | Experiment 002D completed successfully.
2026-08-13 00:54:38,316 | INFO | Execution Time : 18.71 seconds
2026-08-13 00:54:38,316 | INFO | Records Processed : 14099
2026-08-13 00:54:38,316 | INFO | ==================================================
